id,nome_insituicao,categoria,curso,valor_da_bolsa,modelo_de_curso,data_inicio,data_fim,estado,municipio
72c93d8f-3f82-46e7-ad80-f93f093cda6b,Universidade João Pessoa,Ciências Humanas,Filosofia,75% gratuita,Presencial,2025-06-06,2026-06-06,Paraíba,João Pessoa
befb34ce-74bc-4300-9e8b-f44b451caee0,Universidade Parnaíba,Sem graduação,Português para Estrangeiros,50% gratuita,EAD,2025-07-12,2027-07-12,Piauí,Parnaíba
104be6b9-a0bf-4a0b-af0a-6f059940531b,Universidade Juazeiro do Norte,Gestão & Negócios,Gestão de RH,25% gratuita,EAD,2025-07-21,2029-07-20,Ceará,Juazeiro do Norte
cd6e6846-8b65-4299-88ad-0a100a5c5150,Universidade Uberlândia,Arquitetura e Urbanismo & Design,Arquitetura,25% gratuita,EAD,2025-06-23,2028-06-22,Minas Gerais,Uberlândia
1f2e2d6e-4bf7-432f-ac18-03b82aa49028,Universidade Maceió,Comunicação & Artes,Rádio e TV,75% gratuita,Presencial,2025-08-03,2029-08-02,Alagoas,Maceió
9c42067b-3225-4213-ab48-95dfac3f83ed,Universidade Fortaleza,Ciências Médicas,Enfermagem,75% gratuita,Hibrido,2025-06-25,2029-06-24,Ceará,Fortaleza
d78cce04-922c-46fc-bb6c-55dd936aaf7b,Universidade Londrina,Turismo & Hospitalidade,Hotelaria,25% gratuita,EAD,2025-08-16,2027-08-16,Paraná,Londrina
6c0d1067-f6cd-44e4-abeb-a75e0a36a4fe,Universidade Nossa Senhora do Socorro,Sem graduação,Edição de Vídeo,50% gratuita,Presencial,2025-07-31,2028-07-30,Sergipe,Nossa Senhora do Socorro
297978d8-5400-457f-963d-7f64e8321b91,Universidade Aracaju,Ciências Humanas,Filosofia,100% gratuita,Hibrido,2025-07-13,2029-07-12,Sergipe,Aracaju
5fd62853-c640-4266-a2fe-3a47aec9bec9,Universidade Dourados,Ciências Médicas,Fisioterapia,75% gratuita,EAD,2025-07-03,2026-07-03,Mato Grosso do Sul,Dourados
02059181-60da-4121-bb34-d29212d5b255,Universidade Parnaíba,Comunicação & Artes,Jornalismo,75% gratuita,Hibrido,2025-06-30,2027-06-30,Piauí,Parnaíba
